ID|Reference|Date|Amount|Account|Status
6694|REF006694|2025-07-26 14:14:56.518892|62684.74|ACC03218|FAILED
6695|REF006695|2025-07-15 09:38:57.193552|36514.94|ACC09442|FAILED
6696|REF006696|2025-07-10 04:02:44.02727|38649.41|ACC01348|SUCCESS
6697|REF006697|2025-07-25 10:50:31.109736|6071.17|ACC04410|SUCCESS
6698|REF006698|2025-07-12 15:35:11.697088|37803.06|ACC01653|SUCCESS
6699|REF006699|2025-07-02 23:33:32.503391|52128.02|ACC08214|FAILED
6700|REF006700|2025-07-17 05:26:16.706284|64516.29|ACC02423|SUCCESS
6701|REF006701|2025-07-05 15:07:32.15604|95845.26|ACC02291|SUCCESS
6702|REF006702|2025-07-12 04:01:35.169208|34807.06|ACC06599|SUCCESS
6703|REF006703|2025-07-25 20:51:50.275897|11581.69|ACC08081|FAILED
6704|REF006704|2025-07-05 04:05:19.668312|47277.05|ACC09475|SUCCESS
6705|REF006705|2025-07-08 17:22:34.659691|3769.48|ACC07197|FAILED
6706|REF006706|2025-07-14 09:09:52.218014|46190.51|ACC08764|SUCCESS
6707|REF006707|2025-07-17 20:17:59.231566|27899.62|ACC04495|FAILED
6708|REF006708|2025-07-23 10:49:40.896324|49908.84|ACC02657|FAILED
6709|REF006709|2025-07-18 15:14:52.730637|52750.35|ACC02574|FAILED
6710|REF006710|2025-07-21 06:36:17.660365|48349.03|ACC02184|FAILED
6711|REF006711|2025-07-19 23:19:47.587942|96628.15|ACC05840|SUCCESS
6712|REF006712|2025-06-29 03:35:50.70848|83656.03|ACC08775|FAILED
6713|REF006713|2025-06-29 19:44:04.716366|40564.66|ACC04172|SUCCESS
6714|REF006714|2025-07-06 20:03:31.995943|75598.85|ACC08012|FAILED
6715|REF006715|2025-07-14 20:11:25.154418|17398.98|ACC04322|FAILED
6716|REF006716|2025-07-24 19:37:09.593833|80849.90|ACC05260|FAILED
6717|REF006717|2025-07-03 11:01:16.556881|43899.76|ACC08900|FAILED
6718|REF006718|2025-07-02 23:40:07.913774|60155.00|ACC02096|FAILED
6719|REF006719|2025-07-10 11:20:43.146466|4276.95|ACC04966|SUCCESS
6720|REF006720|2025-07-26 07:20:04.680604|66409.16|ACC06658|FAILED
6721|REF006721|2025-07-17 00:06:01.440752|62751.99|ACC01760|SUCCESS
6722|REF006722|2025-06-30 22:37:58.723576|70210.91|ACC08039|FAILED
6723|REF006723|2025-06-27 22:55:17.871834|36921.16|ACC07689|FAILED
6724|REF006724|2025-07-24 20:00:33.718434|17861.98|ACC01259|SUCCESS
6725|REF006725|2025-07-12 16:09:40.151298|78485.54|ACC07499|SUCCESS
6726|REF006726|2025-07-03 17:28:12.788931|46597.55|ACC01527|SUCCESS
6727|REF006727|2025-07-07 12:03:48.214634|11254.18|ACC08889|FAILED
6728|REF006728|2025-07-16 03:14:31.775471|44401.62|ACC04546|FAILED
6729|REF006729|2025-07-11 00:00:11.187137|58477.58|ACC03612|SUCCESS
6730|REF006730|2025-07-08 03:13:00.878695|85607.11|ACC05916|FAILED
6731|REF006731|2025-07-20 02:47:04.097024|57391.12|ACC09922|SUCCESS
6732|REF006732|2025-06-30 11:46:49.737684|10449.47|ACC09493|SUCCESS
6733|REF006733|2025-06-27 10:17:47.139061|62075.57|ACC04606|FAILED
6734|REF006734|2025-07-20 04:00:12.831172|78135.31|ACC07762|FAILED
6735|REF006735|2025-07-11 20:56:54.249817|3357.03|ACC08008|SUCCESS
6736|REF006736|2025-07-16 15:34:48.438065|79971.44|ACC05676|SUCCESS
6737|REF006737|2025-06-27 22:51:15.706585|50145.18|ACC06663|FAILED
6738|REF006738|2025-07-22 03:49:09.879683|77027.85|ACC06802|FAILED
6739|REF006739|2025-07-07 19:32:36.398888|46886.99|ACC07691|SUCCESS
6740|REF006740|2025-07-06 03:55:40.748084|34048.77|ACC01060|SUCCESS
6741|REF006741|2025-07-24 19:45:45.943133|67450.92|ACC05112|FAILED
6742|REF006742|2025-07-22 05:23:19.460299|61975.24|ACC04159|FAILED
6743|REF006743|2025-07-09 20:04:42.954752|10385.19|ACC01367|SUCCESS
6744|REF006744|2025-07-15 06:45:36.841332|58622.09|ACC04526|SUCCESS
6745|REF006745|2025-07-04 06:34:22.360804|84664.79|ACC09390|FAILED
6746|REF006746|2025-07-02 09:59:55.003266|22712.97|ACC04094|FAILED
6747|REF006747|2025-07-08 10:45:47.735288|94755.01|ACC01583|FAILED
6748|REF006748|2025-07-07 18:58:45.152964|42124.10|ACC03578|SUCCESS
6749|REF006749|2025-07-13 15:32:06.4116|96456.88|ACC07474|SUCCESS
6750|REF006750|2025-07-22 06:29:39.262325|36998.75|ACC06314|SUCCESS
6751|REF006751|2025-07-05 05:51:20.202997|70243.67|ACC03770|FAILED
6752|REF006752|2025-07-18 19:48:59.120284|13733.38|ACC01547|SUCCESS
6753|REF006753|2025-06-29 11:25:35.75449|61949.21|ACC06576|SUCCESS
6754|REF006754|2025-07-08 12:17:05.81635|12112.86|ACC06720|SUCCESS
6755|REF006755|2025-07-10 00:34:06.493617|14893.45|ACC07063|SUCCESS
6756|REF006756|2025-07-09 16:44:12.757509|68775.54|ACC09069|FAILED
6757|REF006757|2025-07-02 20:55:25.140039|46891.62|ACC08233|SUCCESS
6758|REF006758|2025-06-27 21:29:49.43678|54415.34|ACC01557|SUCCESS
6759|REF006759|2025-07-18 10:41:28.73387|36103.79|ACC07449|FAILED
6760|REF006760|2025-07-04 20:41:11.285471|36288.66|ACC05061|SUCCESS
6761|REF006761|2025-07-21 01:40:48.308906|85158.03|ACC09666|FAILED
6762|REF006762|2025-07-08 18:22:27.49491|80812.38|ACC03702|FAILED
6763|REF006763|2025-07-25 20:40:32.37385|22315.63|ACC09450|SUCCESS
6764|REF006764|2025-07-04 19:25:32.434996|45227.83|ACC09969|SUCCESS
6765|REF006765|2025-07-16 03:11:08.038852|30310.16|ACC07701|FAILED
6766|REF006766|2025-07-15 00:21:21.295596|2089.03|ACC03228|FAILED
6767|REF006767|2025-07-26 02:44:31.678785|3519.44|ACC04777|FAILED
6768|REF006768|2025-06-29 02:04:35.444807|91666.62|ACC06961|FAILED
6769|REF006769|2025-07-24 20:46:38.556968|61762.54|ACC06955|SUCCESS
6770|REF006770|2025-07-06 23:52:47.707489|85166.90|ACC08292|FAILED
6771|REF006771|2025-07-21 21:25:51.041052|10390.29|ACC05824|FAILED
6772|REF006772|2025-07-04 05:56:43.472701|49177.84|ACC03979|SUCCESS
6773|REF006773|2025-06-28 21:26:01.541529|46897.04|ACC01108|FAILED
6774|REF006774|2025-07-22 20:05:45.67851|45708.68|ACC02147|SUCCESS
6775|REF006775|2025-07-03 16:02:40.343171|7901.06|ACC09663|FAILED
6776|REF006776|2025-07-18 09:13:48.524136|96806.23|ACC07348|FAILED
6777|REF006777|2025-07-19 12:51:09.949749|17613.36|ACC03853|FAILED
6778|REF006778|2025-07-02 03:37:51.979155|68431.31|ACC09346|FAILED
6779|REF006779|2025-07-26 04:20:13.257171|72050.90|ACC04806|SUCCESS
6780|REF006780|2025-07-11 01:01:18.168397|18576.13|ACC03753|SUCCESS
6781|REF006781|2025-06-28 01:58:44.558604|59005.14|ACC06150|FAILED
6782|REF006782|2025-07-25 07:53:27.965801|61854.30|ACC01782|SUCCESS
6783|REF006783|2025-07-19 05:01:54.178019|66040.08|ACC05619|SUCCESS
6784|REF006784|2025-07-01 10:51:19.980845|24960.68|ACC07202|FAILED
6785|REF006785|2025-07-23 21:40:30.999989|6412.82|ACC09302|FAILED
6786|REF006786|2025-07-16 02:32:52.667469|53059.10|ACC06295|FAILED
6787|REF006787|2025-07-26 01:12:22.157403|46866.04|ACC09207|FAILED
6788|REF006788|2025-06-30 06:20:47.803115|24717.33|ACC06609|SUCCESS
6789|REF006789|2025-07-20 13:51:31.245851|98444.12|ACC06227|SUCCESS
6790|REF006790|2025-07-16 04:25:43.274019|14318.18|ACC02640|SUCCESS
6791|REF006791|2025-07-09 19:24:07.267182|78494.77|ACC02752|SUCCESS
6792|REF006792|2025-07-15 02:48:04.096562|57151.30|ACC03071|FAILED
6793|REF006793|2025-07-12 10:46:26.510649|73896.44|ACC07515|FAILED
6794|REF006794|2025-07-05 10:48:14.394248|53230.47|ACC04486|SUCCESS
6795|REF006795|2025-07-16 15:46:12.303756|36317.49|ACC05551|SUCCESS
6796|REF006796|2025-07-25 10:44:44.375251|58842.58|ACC03613|FAILED
6797|REF006797|2025-07-04 05:10:53.00772|81510.79|ACC01532|SUCCESS
6798|REF006798|2025-07-17 12:52:01.329015|30231.25|ACC05718|SUCCESS
6799|REF006799|2025-07-14 06:55:37.591663|43702.23|ACC01412|SUCCESS
6800|REF006800|2025-07-12 08:16:47.939317|47522.54|ACC09436|FAILED
6801|REF006801|2025-07-21 02:47:30.981007|73736.90|ACC02643|SUCCESS
6802|REF006802|2025-07-23 19:02:41.276314|50498.30|ACC04122|FAILED
6803|REF006803|2025-07-20 20:16:03.561638|54257.17|ACC06681|SUCCESS
6804|REF006804|2025-06-27 21:33:27.021538|47496.18|ACC01346|FAILED
6805|REF006805|2025-06-30 05:09:38.45152|38539.17|ACC04542|FAILED
6806|REF006806|2025-07-13 00:17:25.336018|88915.61|ACC06613|SUCCESS
6807|REF006807|2025-07-15 20:34:52.240061|71837.26|ACC04813|FAILED
6808|REF006808|2025-07-02 22:28:12.206275|18585.27|ACC09059|SUCCESS
6809|REF006809|2025-07-06 17:26:32.206189|43041.75|ACC07583|FAILED
6810|REF006810|2025-07-16 20:28:55.110805|38916.36|ACC01716|SUCCESS
6811|REF006811|2025-07-24 20:03:58.150154|19398.67|ACC02572|FAILED
6812|REF006812|2025-07-08 13:02:55.262293|85574.97|ACC05790|FAILED
6813|REF006813|2025-07-10 06:12:21.024518|6850.70|ACC06032|SUCCESS
6814|REF006814|2025-07-14 18:41:39.396778|10843.23|ACC06111|FAILED
6815|REF006815|2025-07-19 03:09:35.821453|53942.41|ACC07135|SUCCESS
6816|REF006816|2025-07-25 09:49:41.21808|47703.49|ACC03704|SUCCESS
6817|REF006817|2025-07-19 19:44:24.054064|32802.43|ACC06259|SUCCESS
6818|REF006818|2025-07-09 19:14:35.571196|78436.88|ACC06472|SUCCESS
6819|REF006819|2025-07-04 19:28:07.831937|28773.62|ACC03291|SUCCESS
6820|REF006820|2025-07-18 21:01:01.295246|10278.79|ACC08559|SUCCESS
6821|REF006821|2025-07-09 15:11:15.653075|70736.59|ACC06297|FAILED
6822|REF006822|2025-07-08 23:02:13.34581|5400.42|ACC03327|FAILED
6823|REF006823|2025-07-15 07:47:42.409479|53681.49|ACC01521|SUCCESS
6824|REF006824|2025-07-08 08:34:15.047214|94755.40|ACC05385|SUCCESS
6825|REF006825|2025-07-07 06:34:25.672756|10570.97|ACC01331|SUCCESS
6826|REF006826|2025-07-10 10:05:04.205845|18101.31|ACC09878|SUCCESS
6827|REF006827|2025-06-29 11:19:19.809318|43639.19|ACC02606|SUCCESS
6828|REF006828|2025-07-01 23:34:32.670516|16961.13|ACC03683|FAILED
6829|REF006829|2025-06-27 03:47:57.473358|46184.03|ACC01783|SUCCESS
6830|REF006830|2025-06-28 21:54:56.371686|96920.24|ACC08221|SUCCESS
6831|REF006831|2025-07-15 10:01:38.411338|9450.82|ACC04252|FAILED
6832|REF006832|2025-07-19 12:26:56.380654|19630.34|ACC04090|FAILED
6833|REF006833|2025-07-21 09:54:11.641676|74377.70|ACC05057|FAILED
6834|REF006834|2025-07-08 14:59:03.076411|69289.70|ACC04062|SUCCESS
6835|REF006835|2025-07-17 14:22:59.961648|95092.21|ACC07913|SUCCESS
6836|REF006836|2025-07-12 12:36:09.95009|92216.42|ACC08551|SUCCESS
6837|REF006837|2025-07-22 21:26:34.622921|37380.08|ACC05100|SUCCESS
6838|REF006838|2025-07-18 20:27:57.7753|69839.17|ACC01433|FAILED
6839|REF006839|2025-07-06 04:55:19.617793|66543.04|ACC04503|FAILED
6840|REF006840|2025-07-15 15:39:08.239737|86300.33|ACC02046|FAILED
6841|REF006841|2025-07-18 10:35:18.923202|94387.09|ACC03581|SUCCESS
6842|REF006842|2025-06-29 12:32:27.278943|601.35|ACC09689|FAILED
6843|REF006843|2025-07-14 00:46:08.579553|71395.68|ACC02092|SUCCESS
6844|REF006844|2025-07-14 09:12:18.145073|35153.50|ACC08148|FAILED
6845|REF006845|2025-06-30 03:48:15.033014|21187.93|ACC09424|FAILED
6846|REF006846|2025-06-27 05:22:37.136394|22451.33|ACC05675|SUCCESS
6847|REF006847|2025-07-22 05:07:24.509346|11864.51|ACC08623|SUCCESS
6848|REF006848|2025-07-24 05:10:22.376692|70349.28|ACC09255|SUCCESS
6849|REF006849|2025-06-27 19:34:37.211123|45357.20|ACC04584|SUCCESS
6850|REF006850|2025-07-20 15:27:49.67043|18690.93|ACC02565|FAILED
6851|REF006851|2025-07-03 01:58:44.866246|61360.23|ACC08600|FAILED
6852|REF006852|2025-07-09 18:49:57.788554|28324.16|ACC03034|FAILED
6853|REF006853|2025-07-02 08:20:41.587021|44564.61|ACC08223|FAILED
6854|REF006854|2025-07-09 00:12:06.653425|33819.27|ACC04678|FAILED
6855|REF006855|2025-07-07 10:57:45.826418|37997.60|ACC03115|FAILED
6856|REF006856|2025-07-25 00:10:36.194837|37270.63|ACC06387|FAILED
6857|REF006857|2025-07-18 17:59:08.377219|61453.35|ACC08039|FAILED
6858|REF006858|2025-07-01 03:37:36.02793|26820.72|ACC09399|FAILED
6859|REF006859|2025-07-02 05:04:38.284025|59692.12|ACC07348|SUCCESS
6860|REF006860|2025-07-19 14:45:59.444358|22028.04|ACC04756|SUCCESS
6861|REF006861|2025-06-27 22:07:06.663072|3948.96|ACC02407|FAILED
6862|REF006862|2025-07-09 21:47:50.806851|201.58|ACC06240|SUCCESS
6863|REF006863|2025-07-16 21:06:34.627633|20246.23|ACC03332|SUCCESS
6864|REF006864|2025-06-29 14:07:14.764134|12833.44|ACC04941|SUCCESS
6865|REF006865|2025-07-24 10:16:31.990012|9406.69|ACC06435|FAILED
6866|REF006866|2025-07-01 00:05:23.096879|15337.81|ACC07535|SUCCESS
6867|REF006867|2025-07-04 02:11:55.248075|58864.01|ACC02230|SUCCESS
6868|REF006868|2025-07-19 16:49:21.531833|29029.74|ACC04822|FAILED
6869|REF006869|2025-07-09 00:12:25.818484|4599.27|ACC09240|SUCCESS
6870|REF006870|2025-07-04 00:24:41.168144|85035.76|ACC03683|SUCCESS
6871|REF006871|2025-07-12 01:39:34.386788|30582.17|ACC08574|FAILED
6872|REF006872|2025-07-17 17:58:16.848578|56400.39|ACC01826|SUCCESS
6873|REF006873|2025-07-07 06:52:02.894789|33675.97|ACC09930|FAILED
6874|REF006874|2025-07-26 08:51:50.601915|50957.83|ACC08011|FAILED
6875|REF006875|2025-06-28 00:48:18.524698|92079.17|ACC09202|FAILED
6876|REF006876|2025-06-29 21:12:28.752442|49541.21|ACC07779|FAILED
6877|REF006877|2025-07-26 15:46:45.601559|71745.32|ACC09214|FAILED
6878|REF006878|2025-07-14 18:29:26.456771|75738.98|ACC04661|FAILED
6879|REF006879|2025-07-23 03:56:37.552995|57988.72|ACC09037|SUCCESS
6880|REF006880|2025-07-23 03:32:48.699336|10437.81|ACC02688|FAILED
6881|REF006881|2025-07-23 18:53:13.027392|87059.70|ACC09193|FAILED
6882|REF006882|2025-07-15 02:29:09.455151|6574.57|ACC07437|FAILED
6883|REF006883|2025-07-14 00:10:15.742612|24056.85|ACC04319|SUCCESS
6884|REF006884|2025-07-26 02:29:37.283071|54124.21|ACC04644|FAILED
6885|REF006885|2025-07-25 18:26:26.369323|1610.72|ACC03015|FAILED
6886|REF006886|2025-07-20 08:28:19.047482|61928.73|ACC06086|SUCCESS
6887|REF006887|2025-07-13 19:00:31.089|34523.59|ACC02381|SUCCESS
6888|REF006888|2025-07-19 13:07:39.953106|77324.73|ACC02011|FAILED
6889|REF006889|2025-06-28 15:42:21.462584|75129.81|ACC02145|SUCCESS
6890|REF006890|2025-07-14 15:01:37.568079|76190.03|ACC04034|FAILED
6891|REF006891|2025-07-01 17:29:39.786877|91763.64|ACC03008|SUCCESS
6892|REF006892|2025-07-19 11:37:37.692433|25719.37|ACC03249|FAILED
6893|REF006893|2025-07-18 00:48:03.242565|56524.58|ACC08811|SUCCESS
6894|REF006894|2025-07-24 22:23:57.061778|75269.77|ACC01702|FAILED
6895|REF006895|2025-07-14 19:48:02.951917|32613.93|ACC03506|SUCCESS
6896|REF006896|2025-06-27 07:22:59.274284|69179.35|ACC01424|FAILED
6897|REF006897|2025-07-05 08:50:36.545544|50136.03|ACC04200|SUCCESS
6898|REF006898|2025-07-09 13:47:28.361179|93271.02|ACC01333|FAILED
6899|REF006899|2025-07-07 12:27:40.341033|53943.86|ACC07971|SUCCESS
6900|REF006900|2025-06-29 07:48:05.872184|81955.00|ACC05558|FAILED
6901|REF006901|2025-06-30 17:14:51.298675|86561.30|ACC05374|FAILED
6902|REF006902|2025-07-25 07:56:12.922157|6229.35|ACC06176|SUCCESS
6903|REF006903|2025-07-01 17:58:25.210888|25663.48|ACC05039|SUCCESS
6904|REF006904|2025-07-08 13:12:28.256346|23670.82|ACC04076|FAILED
6905|REF006905|2025-07-09 00:11:30.414158|12403.18|ACC09945|SUCCESS
6906|REF006906|2025-07-14 19:05:57.45666|57654.39|ACC03308|FAILED
6907|REF006907|2025-06-30 08:25:24.380385|87681.96|ACC07997|SUCCESS
6908|REF006908|2025-06-28 23:21:10.074536|46855.47|ACC08216|SUCCESS
6909|REF006909|2025-06-30 23:41:34.342673|12952.10|ACC09906|SUCCESS
6910|REF006910|2025-07-12 21:18:16.592382|64139.82|ACC09654|FAILED
6911|REF006911|2025-07-18 08:58:09.534132|63308.96|ACC08519|FAILED
6912|REF006912|2025-07-05 08:14:39.846392|2811.41|ACC01451|FAILED
6913|REF006913|2025-07-10 09:16:03.266546|63071.37|ACC07889|FAILED
6914|REF006914|2025-07-16 20:56:22.411515|75179.52|ACC09571|SUCCESS
6915|REF006915|2025-07-08 06:24:39.49245|86446.35|ACC07446|SUCCESS
6916|REF006916|2025-07-24 10:57:46.366806|60447.42|ACC03079|FAILED
6917|REF006917|2025-07-02 22:46:22.396278|96507.65|ACC02393|FAILED
6918|REF006918|2025-07-17 22:34:30.948171|42066.15|ACC05310|FAILED
6919|REF006919|2025-07-15 15:12:44.915701|79803.70|ACC04491|FAILED
6920|REF006920|2025-07-12 09:17:31.997454|3366.75|ACC08864|FAILED
6921|REF006921|2025-07-05 20:25:57.06597|64603.68|ACC08961|SUCCESS
6922|REF006922|2025-07-24 11:48:48.933367|28622.09|ACC08436|SUCCESS
6923|REF006923|2025-07-20 10:19:08.88129|57565.41|ACC09410|SUCCESS
6924|REF006924|2025-06-29 19:10:21.017697|91884.61|ACC06310|FAILED
6925|REF006925|2025-07-10 23:53:35.874288|11529.18|ACC01970|SUCCESS
6926|REF006926|2025-07-24 18:10:15.138136|51611.52|ACC01828|FAILED
6927|REF006927|2025-07-15 20:56:59.104295|93738.44|ACC01302|SUCCESS
6928|REF006928|2025-07-16 17:03:35.007186|34833.80|ACC03885|SUCCESS
6929|REF006929|2025-07-22 23:10:50.111864|44536.97|ACC03153|FAILED
6930|REF006930|2025-07-15 10:37:32.940852|45534.13|ACC09334|SUCCESS
6931|REF006931|2025-06-28 09:27:45.873323|65991.19|ACC02109|FAILED
6932|REF006932|2025-07-10 17:41:56.042541|86528.74|ACC08095|SUCCESS
6933|REF006933|2025-07-10 03:23:43.608362|80418.36|ACC06960|FAILED
6934|REF006934|2025-07-21 01:21:46.137411|86093.15|ACC02834|FAILED
6935|REF006935|2025-07-26 10:10:55.512397|31129.22|ACC05848|SUCCESS
6936|REF006936|2025-07-19 01:46:06.996256|75490.90|ACC06300|FAILED
6937|REF006937|2025-07-10 19:54:18.94915|96568.57|ACC02998|SUCCESS
6938|REF006938|2025-07-22 05:09:07.472264|29222.48|ACC02135|SUCCESS
6939|REF006939|2025-07-20 08:31:50.40553|43579.37|ACC04098|FAILED
6940|REF006940|2025-06-28 08:07:14.734571|60827.91|ACC05626|SUCCESS
6941|REF006941|2025-07-01 16:42:53.895626|69376.14|ACC07747|SUCCESS
6942|REF006942|2025-07-06 19:46:47.87611|67877.86|ACC01898|SUCCESS
6943|REF006943|2025-06-30 23:19:55.455502|33996.79|ACC04165|SUCCESS
6944|REF006944|2025-07-17 18:29:01.345956|54885.16|ACC06508|SUCCESS
6945|REF006945|2025-06-27 13:53:21.915251|96693.04|ACC08153|FAILED
6946|REF006946|2025-07-09 14:17:25.399148|34324.72|ACC03607|SUCCESS
6947|REF006947|2025-07-15 05:24:59.313582|20973.90|ACC07350|SUCCESS
6948|REF006948|2025-07-16 14:09:09.760388|94668.71|ACC03365|FAILED
6949|REF006949|2025-07-03 15:28:13.907583|32146.99|ACC09507|FAILED
6950|REF006950|2025-07-07 16:18:58.666487|67987.29|ACC01228|FAILED
6951|REF006951|2025-06-29 23:43:37.527085|84756.43|ACC01399|FAILED
6952|REF006952|2025-07-13 12:56:21.719068|26911.74|ACC01525|SUCCESS
6953|REF006953|2025-07-25 05:13:53.772466|4589.28|ACC08246|FAILED
6954|REF006954|2025-07-09 21:22:11.361189|57696.40|ACC03518|SUCCESS
6955|REF006955|2025-07-13 12:06:17.444757|84810.96|ACC04898|FAILED
6956|REF006956|2025-07-11 03:02:49.468936|15458.52|ACC08888|FAILED
6957|REF006957|2025-07-21 00:40:11.857713|36245.04|ACC08136|FAILED
6958|REF006958|2025-06-29 03:14:41.017102|49071.61|ACC07865|FAILED
6959|REF006959|2025-07-20 07:45:01.739166|54314.42|ACC06140|SUCCESS
6960|REF006960|2025-07-05 23:35:05.517616|43365.26|ACC08190|FAILED
6961|REF006961|2025-07-12 23:13:57.189354|64258.49|ACC05880|SUCCESS
6962|REF006962|2025-07-03 00:12:52.427544|19767.27|ACC05595|FAILED
6963|REF006963|2025-06-27 00:46:10.704796|5934.02|ACC05711|SUCCESS
6964|REF006964|2025-07-22 10:50:58.253232|66911.71|ACC08253|SUCCESS
6965|REF006965|2025-07-02 18:24:02.010802|2338.94|ACC07714|SUCCESS
6966|REF006966|2025-07-24 09:09:32.770403|61665.39|ACC01293|SUCCESS
6967|REF006967|2025-07-13 15:25:01.85356|44003.51|ACC05197|FAILED
6968|REF006968|2025-07-26 02:53:36.294475|51230.44|ACC08844|SUCCESS
6969|REF006969|2025-07-25 19:05:35.340786|9025.56|ACC08895|SUCCESS
6970|REF006970|2025-07-26 04:04:54.553751|1357.31|ACC01031|FAILED
6971|REF006971|2025-07-19 11:56:32.480314|31089.99|ACC07834|FAILED
6972|REF006972|2025-07-15 02:28:53.147271|10288.92|ACC02709|SUCCESS
6973|REF006973|2025-07-25 13:18:38.230625|66553.33|ACC06796|FAILED
6974|REF006974|2025-07-07 17:43:19.824387|26106.05|ACC05164|FAILED
6975|REF006975|2025-07-21 14:41:31.640105|50767.74|ACC04761|FAILED
6976|REF006976|2025-07-06 12:58:10.371064|11270.76|ACC08344|FAILED
6977|REF006977|2025-07-09 14:41:08.141265|31716.07|ACC01623|SUCCESS
6978|REF006978|2025-07-26 05:27:58.665957|18214.33|ACC03030|FAILED
6979|REF006979|2025-07-04 14:49:14.731672|63383.04|ACC08413|SUCCESS
6980|REF006980|2025-07-21 09:18:30.022548|86581.08|ACC06469|FAILED
6981|REF006981|2025-06-28 00:30:39.429749|40803.96|ACC07620|SUCCESS
6982|REF006982|2025-07-07 18:29:52.713102|6891.48|ACC09777|SUCCESS
6983|REF006983|2025-07-11 22:15:49.414495|82887.56|ACC09658|FAILED
6984|REF006984|2025-07-16 14:02:46.719885|11548.94|ACC07488|FAILED
6985|REF006985|2025-07-26 09:27:30.173339|93481.58|ACC06552|FAILED
6986|REF006986|2025-07-04 16:15:56.915588|59470.17|ACC09877|SUCCESS
6987|REF006987|2025-07-11 13:08:41.179234|59973.45|ACC09360|FAILED
6988|REF006988|2025-07-15 00:41:58.209353|39716.10|ACC06149|SUCCESS
6989|REF006989|2025-07-25 14:53:51.373686|88626.28|ACC06999|FAILED
6990|REF006990|2025-07-15 05:45:21.970378|21390.31|ACC08966|SUCCESS
6991|REF006991|2025-07-15 22:38:49.245049|61447.48|ACC08965|SUCCESS
6992|REF006992|2025-07-16 07:02:47.577338|22558.54|ACC01477|FAILED
6993|REF006993|2025-07-08 22:12:13.703675|56389.46|ACC05711|FAILED
6994|REF006994|2025-07-06 23:15:42.036447|65578.99|ACC01066|SUCCESS
6995|REF006995|2025-07-01 09:48:22.498092|2717.04|ACC05328|SUCCESS
6996|REF006996|2025-07-19 18:09:34.707544|44749.93|ACC04810|FAILED
6997|REF006997|2025-07-24 23:28:28.446121|58572.65|ACC08487|SUCCESS
6998|REF006998|2025-07-21 00:13:04.236586|41520.97|ACC09098|SUCCESS
6999|REF006999|2025-07-09 16:44:01.890296|14274.34|ACC07592|FAILED
7000|REF007000|2025-07-07 23:53:36.812983|24360.07|ACC09752|FAILED
7001|REF007001|2025-07-07 17:22:03.764327|47721.37|ACC04580|SUCCESS
7002|REF007002|2025-06-29 13:34:53.999638|12204.68|ACC04735|SUCCESS
7003|REF007003|2025-07-08 05:32:17.098368|62477.29|ACC06376|FAILED
7004|REF007004|2025-07-03 17:56:08.343262|1425.29|ACC04662|FAILED
7005|REF007005|2025-06-27 13:12:40.774063|39134.89|ACC06882|SUCCESS
7006|REF007006|2025-07-19 15:00:31.23154|68186.47|ACC03808|FAILED
7007|REF007007|2025-07-13 07:07:47.093767|32974.48|ACC09041|FAILED
7008|REF007008|2025-07-09 03:04:31.703001|73620.81|ACC02694|SUCCESS
7009|REF007009|2025-07-10 15:16:33.518962|65053.44|ACC05045|FAILED
7010|REF007010|2025-06-29 19:11:14.48595|49820.43|ACC05950|FAILED
7011|REF007011|2025-07-06 21:53:04.307387|8053.80|ACC07688|FAILED
7012|REF007012|2025-07-04 20:04:46.490399|19549.96|ACC03016|FAILED
7013|REF007013|2025-06-30 17:09:38.367679|30183.19|ACC05470|FAILED
7014|REF007014|2025-07-05 01:17:58.160336|75434.76|ACC08802|FAILED
7015|REF007015|2025-07-03 03:39:40.332312|99157.49|ACC01906|FAILED
7016|REF007016|2025-07-19 23:19:48.373923|35283.18|ACC03606|FAILED
7017|REF007017|2025-07-09 10:39:42.171028|71437.38|ACC01276|FAILED
7018|REF007018|2025-07-06 07:35:40.267631|5829.07|ACC07589|SUCCESS
7019|REF007019|2025-07-07 08:11:53.16131|95078.31|ACC04485|FAILED
7020|REF007020|2025-06-29 20:33:57.75628|57954.24|ACC08287|FAILED
7021|REF007021|2025-07-24 21:35:00.560311|19061.14|ACC03473|FAILED
7022|REF007022|2025-06-27 17:26:49.285319|10813.01|ACC02940|FAILED
7023|REF007023|2025-06-30 01:29:36.052999|97322.02|ACC09133|SUCCESS
7024|REF007024|2025-07-09 12:43:36.538695|59197.18|ACC08753|FAILED
7025|REF007025|2025-07-01 19:40:54.921672|88418.80|ACC04048|FAILED
7026|REF007026|2025-07-17 09:21:52.234474|38907.21|ACC09771|FAILED
7027|REF007027|2025-07-01 08:14:41.794709|1951.12|ACC01824|FAILED
7028|REF007028|2025-06-30 14:47:48.97527|18360.37|ACC05896|SUCCESS
7029|REF007029|2025-07-22 16:05:29.444959|14682.92|ACC03386|FAILED
7030|REF007030|2025-07-23 14:19:35.347486|49658.83|ACC05384|SUCCESS
7031|REF007031|2025-07-22 18:51:06.656821|19840.41|ACC04501|SUCCESS
7032|REF007032|2025-07-13 10:33:57.478186|64047.16|ACC01841|FAILED
7033|REF007033|2025-07-12 21:01:28.841858|84950.22|ACC05388|SUCCESS
7034|REF007034|2025-06-29 23:24:35.789939|72980.28|ACC02649|FAILED
